id,valor,peso,volumen,categoria
140,17.7983,6.2310,10.7341,cat1
141,58.7820,23.7212,11.2472,cat2
142,45.8708,18.6569,8.5385,cat6
143,81.5657,27.2687,9.9763,cat6
144,8.5438,14.2769,4.8624,cat8
145,61.7281,47.5402,22.0459,cat9
146,55.6072,5.0547,26.4232,cat0
147,81.2448,2.2920,11.9174,cat4
148,75.2083,49.2790,11.9254,cat3
149,83.9945,48.5258,25.4214,cat0
150,2.3535,2.8043,4.8817,cat0
151,99.9720,43.3714,24.5741,cat7
152,72.8860,45.7451,17.9693,cat9
153,45.6039,42.6327,8.1731,cat2
154,21.5155,13.3207,8.9672,cat2
155,36.4581,33.9133,18.9257,cat2
156,48.1449,2.0871,15.4468,cat7
157,55.6388,26.4880,25.7133,cat9
158,59.4056,5.3320,23.9627,cat1
159,62.4106,2.4104,22.8990,cat6
160,62.1091,40.4472,27.1914,cat0
161,39.8322,18.1788,18.1076,cat5
162,55.1972,5.4591,22.0655,cat5
163,62.5866,39.3990,12.4997,cat5
164,46.4753,35.1845,24.0977,cat9
165,46.4544,25.1137,8.4891,cat0
166,21.7039,31.4195,11.0750,cat6
167,13.7591,12.7671,3.2000,cat4
168,70.0691,29.6535,12.6087,cat6
169,89.7821,9.9121,11.0244,cat8
170,60.5916,26.2466,29.2202,cat1
171,28.5804,3.0026,5.8991,cat3
172,53.9079,2.5584,16.9127,cat4
173,50.8383,11.1104,11.5638,cat3
174,48.6334,16.7576,3.6764,cat6
175,92.1664,5.0062,26.3338,cat3
176,9.3672,1.1272,26.1807,cat7
177,37.6767,10.0415,7.0711,cat9
178,53.5953,12.5697,23.0387,cat4
179,25.9913,37.6261,2.0638,cat1
180,75.2120,34.6711,25.4888,cat5
181,53.7291,6.2514,13.9750,cat3
182,19.0461,6.1386,22.3848,cat0
183,33.4222,16.7819,7.1320,cat5
184,47.9230,12.4276,10.9449,cat6
185,9.6051,39.6694,15.4548,cat5
186,59.0670,37.1043,17.1745,cat4
187,36.9451,7.2514,9.2295,cat8
188,50.3265,30.7702,8.0862,cat9
189,11.0765,30.6830,7.8796,cat2
190,85.2309,18.9025,15.1465,cat1
191,89.7798,14.9697,6.0278,cat8
192,69.9992,3.5301,1.5290,cat9
193,96.9776,6.4899,12.5378,cat9
194,49.5841,1.2597,29.2769,cat1
195,56.1195,33.7635,27.9519,cat5
196,21.3027,24.3544,25.3189,cat1
197,51.2534,16.8603,13.3377,cat7
198,77.0102,26.9622,21.5097,cat2
199,48.6329,29.4807,5.4765,cat3
200,45.9725,30.1003,11.7077,cat1
201,32.9130,4.1054,29.7088,cat6
202,1.2684,5.3055,5.0259,cat7
203,41.7723,30.1863,14.6757,cat7
204,74.8515,6.2283,25.6711,cat9
205,93.8957,7.0906,22.1952,cat2
206,72.4381,19.5822,27.8670,cat5
207,79.7315,42.2496,5.0534,cat7
208,19.4541,40.1773,24.9288,cat8
209,36.5242,33.5947,16.1689,cat3
210,45.7429,29.8270,20.8065,cat4
211,30.8364,19.4703,14.4177,cat5
212,36.1809,22.4985,17.7471,cat8
213,90.7407,19.8107,16.7630,cat2
214,33.9488,27.5996,13.5143,cat6
215,79.6085,17.4104,5.0389,cat8
216,57.7419,25.2758,22.5024,cat7
217,25.6004,8.4321,10.0399,cat7
218,71.6923,8.0133,6.9318,cat7
219,82.3045,43.9615,10.9204,cat5
220,60.7918,19.5623,14.2530,cat3
221,23.6959,40.0675,5.3476,cat4
222,60.2458,38.8222,1.3539,cat6
223,35.2239,27.5935,8.3022,cat8
224,23.5077,47.9947,10.9332,cat4
225,16.1818,23.6383,28.4712,cat9
226,26.3455,7.8167,3.9230,cat0
227,56.9482,43.7341,28.0314,cat9
228,65.4854,39.7141,1.6677,cat1
229,42.9889,29.2381,18.5947,cat0
230,91.1579,6.1081,25.3727,cat4
231,84.0509,6.5487,29.5604,cat1
232,31.8330,42.0370,10.6322,cat5
233,6.4214,29.9725,12.5711,cat7
234,60.7684,11.0734,23.8459,cat3
235,92.0657,20.5103,16.5845,cat9
236,91.9270,23.8193,14.9443,cat4
237,14.9448,12.0056,14.1207,cat2
238,4.3540,29.3040,5.7999,cat9
239,63.5942,18.7573,17.8371,cat2
240,97.5786,11.4214,15.9400,cat9
241,9.4496,8.2845,13.0241,cat5
242,31.6838,10.0387,9.6883,cat0
243,89.9074,37.7481,7.0873,cat3
244,38.3949,23.9434,19.1243,cat4
245,77.7772,28.6772,2.9056,cat7
246,48.6277,26.8547,16.4992,cat4
247,19.0109,28.4224,5.5020,cat3
248,27.9579,4.6997,22.8441,cat2
249,3.5132,32.5560,12.8533,cat9
250,41.3905,42.1497,26.1428,cat0
251,67.5174,11.8766,7.7012,cat5
252,57.3749,30.1574,10.8389,cat1
253,10.8447,32.9846,7.9073,cat8
254,80.8782,49.4477,18.4927,cat8
255,21.2934,20.4620,20.3745,cat4
256,63.6908,16.8755,3.5208,cat0
257,18.9621,11.1864,1.7694,cat8
258,91.1518,32.5034,21.4144,cat8
259,38.5895,17.7491,8.5233,cat3
260,35.1740,2.6772,25.0890,cat4
261,30.1521,28.0503,13.6477,cat2
262,12.3096,48.7528,23.6130,cat8
263,80.1857,24.8841,26.9420,cat1
264,74.4270,24.7541,15.8613,cat5
265,14.7963,32.0404,8.4787,cat6
266,90.1567,21.6635,4.8360,cat1
267,91.5156,14.3431,1.5333,cat5
268,7.6504,40.9377,15.4446,cat5
269,21.4357,32.9196,25.0625,cat1
270,27.3833,7.8609,8.6468,cat8
271,66.8386,30.2732,18.4150,cat4
272,41.0338,29.0914,25.3051,cat3
273,17.4621,26.4270,2.3620,cat9
274,77.3276,10.0342,3.6198,cat2
275,36.2116,20.0755,9.3721,cat9
276,94.9814,36.3551,18.7017,cat4
277,73.5246,33.5199,28.1681,cat4
278,17.0394,14.2257,16.6554,cat5
279,60.0874,3.5199,15.3946,cat1
280,35.0940,31.5433,14.7529,cat0
281,69.1518,36.6812,15.3692,cat5
282,8.6988,23.5244,3.2021,cat7
283,59.4328,35.0401,8.8922,cat1
284,96.2478,16.4152,24.4155,cat1
285,19.3282,47.5616,13.9342,cat0
286,64.2560,47.9504,22.9934,cat8
287,85.0704,33.2804,21.0760,cat9
288,69.6243,45.2648,19.7533,cat9
289,70.8519,47.2589,2.1434,cat5
290,47.8478,49.9683,17.1184,cat9
291,30.4376,2.6634,21.2252,cat1
292,79.7388,6.6488,13.2311,cat4
293,32.5909,43.2401,25.4919,cat5
294,37.1050,32.5828,19.8549,cat2
295,69.9326,6.9078,3.2316,cat5
296,57.6703,22.6106,12.7301,cat3
297,32.5565,27.4351,23.9310,cat7
298,87.7899,26.4882,13.3777,cat2
299,3.1057,2.1956,26.2329,cat0
300,93.3264,10.0882,12.1350,cat7
301,76.9516,49.8988,11.1706,cat0
302,58.4950,2.8422,14.9137,cat8
303,42.3589,49.2201,23.2799,cat3
304,1.3313,26.6034,22.2359,cat1
305,30.3345,18.3765,9.3299,cat7
306,91.1236,29.8663,9.0407,cat9
307,68.2851,21.9609,12.1455,cat1
308,26.6393,47.8644,24.1417,cat0
309,94.5285,21.4615,26.4944,cat6
310,74.5919,45.2825,29.6864,cat9
311,65.3150,12.3519,28.3392,cat2
312,5.6476,41.7015,4.4898,cat1
313,78.1789,11.8038,6.4067,cat8
314,22.4161,40.2377,19.2636,cat8
315,18.2156,46.4599,29.8523,cat2
316,99.6372,26.2471,15.2444,cat1
317,23.1579,40.9758,7.5088,cat7
318,86.1526,2.7084,26.9527,cat0
319,13.8220,43.9956,8.7024,cat4
320,4.5068,3.1745,25.7136,cat8
321,9.6117,33.1069,16.9749,cat2
322,69.8757,13.3798,1.1474,cat7
323,22.7981,25.2979,3.3503,cat1
324,7.0902,44.8295,29.7528,cat4
325,82.6434,24.5487,18.1798,cat5
326,86.5848,33.4435,16.7696,cat2
327,66.1867,44.0529,24.1254,cat2
328,34.0669,8.7097,5.6516,cat8
329,62.2425,35.1761,20.7241,cat6
330,96.1702,10.2719,26.5675,cat8
331,13.7581,2.4331,24.9487,cat8
332,1.1109,12.2026,27.3523,cat8
333,1.6322,41.7746,15.7166,cat1
334,56.4246,5.1208,10.4666,cat6
335,54.4586,13.7304,19.3862,cat8
336,2.8243,7.2940,9.2169,cat5
337,63.6296,48.1866,10.9143,cat1
338,18.2016,37.9312,23.8754,cat6
339,71.1090,4.3240,9.7279,cat7
340,6.7341,35.7200,14.7336,cat6
341,97.3754,3.2414,26.2746,cat6
342,59.8452,22.8520,19.7796,cat7
343,33.0374,2.2048,1.6416,cat3
344,1.1019,41.1205,8.3228,cat4
345,43.1919,14.4077,29.9166,cat1
346,82.7662,42.8563,16.2837,cat6
347,68.3694,11.8177,3.3891,cat2
348,96.3604,7.4354,26.1736,cat1
349,42.5530,22.1844,28.3649,cat8
350,44.7876,48.2615,23.0427,cat9
351,23.7655,21.0574,26.9289,cat7
352,71.7775,10.8176,26.1756,cat3
353,96.8511,43.3536,14.7231,cat1
354,16.2121,10.9814,3.6438,cat7
355,62.9958,42.3944,23.0697,cat7
356,96.7836,15.4142,27.4432,cat6
357,12.6135,40.0303,14.9641,cat5
358,56.2829,30.7580,8.1787,cat2
359,58.6152,25.0881,2.8621,cat3
360,98.4508,29.9229,13.5642,cat4
361,39.8569,1.5694,3.1010,cat3
362,66.0414,48.7603,21.9347,cat6
363,4.9223,43.1460,23.6157,cat7
364,11.1764,37.7089,5.2317,cat9
365,62.1974,7.9823,15.4678,cat2
366,94.1825,17.9548,23.4983,cat3
367,35.7121,26.3679,3.5481,cat0
368,32.8874,41.4012,11.3762,cat1
369,80.2581,28.8095,20.9945,cat8
370,95.2034,3.0180,20.4412,cat6
371,93.6850,35.6173,1.9160,cat6
372,93.5850,31.0343,9.6662,cat8
373,34.6056,35.9903,24.2501,cat6
374,55.7471,24.7355,20.1638,cat5
375,64.7142,41.0476,14.1172,cat0
376,72.7578,9.0360,13.7196,cat0
377,87.3066,13.1081,5.6268,cat6
378,74.6836,17.1219,14.6353,cat1
379,50.3214,39.6952,20.1025,cat1
380,33.8991,2.0222,19.9446,cat9
381,20.7547,48.7649,19.8594,cat4
382,21.1542,11.8075,13.1336,cat2
383,72.9897,23.6685,26.1799,cat4
384,73.7997,42.4660,19.2342,cat3
385,86.8361,49.3948,2.1632,cat5
386,40.1560,29.8149,1.8524,cat4
387,42.7504,43.7977,27.1204,cat6
388,36.5560,49.6145,9.2318,cat2
389,73.5782,31.5254,19.3152,cat2
390,60.5837,39.0240,12.7540,cat1
391,18.9167,12.6396,29.1705,cat4
392,10.6419,4.3875,13.6778,cat8
393,36.5641,22.8200,15.9297,cat6
394,31.9027,5.6678,19.9116,cat9
395,33.1938,13.6485,20.0454,cat5
396,24.4658,30.3370,12.5031,cat4
397,17.8060,12.5665,3.1314,cat3
398,15.4299,22.9901,20.4123,cat4
399,70.9709,13.1870,18.8972,cat2
400,60.9483,18.6033,12.0014,cat7
401,84.5729,33.5264,14.7643,cat7
402,56.2559,22.8721,26.0623,cat2
403,6.6516,6.4841,8.8227,cat1
404,64.3603,12.3254,2.4992,cat1
405,32.2995,23.1578,28.0824,cat1
406,40.3405,29.6489,20.9580,cat9
407,95.2294,48.2908,1.1433,cat3
408,26.1682,48.6818,17.8233,cat5
409,14.8255,24.9535,20.3391,cat1
410,94.0422,7.5030,5.1627,cat2
411,10.2962,33.9982,29.1274,cat7
412,96.3713,8.6520,7.8023,cat1
413,94.5168,34.9387,25.3053,cat3
414,83.2568,1.8583,8.0803,cat8
415,93.1639,28.9599,1.8812,cat7
416,94.1467,46.0152,18.4177,cat6
417,11.5527,20.2994,19.8858,cat3
418,32.4930,8.8051,18.5437,cat9
419,78.4562,20.9385,26.2519,cat0
420,65.4007,15.1456,4.1642,cat4
421,80.9767,17.0246,20.3602,cat9
422,87.0212,44.0167,10.1987,cat8
423,1.5701,6.8902,16.7902,cat3
424,56.7805,31.8802,18.6851,cat6
425,24.5169,20.0393,14.0121,cat5
426,59.1191,22.7766,1.4253,cat6
427,46.8859,33.7424,18.9652,cat5
428,84.8696,27.5758,28.5929,cat4
429,38.6394,2.2565,10.8962,cat1
430,48.1929,26.8046,8.1360,cat6
431,72.0942,38.4793,24.5766,cat7
432,43.6553,26.5405,24.8494,cat0
433,25.1047,32.7263,27.0429,cat6
434,48.4391,19.6237,6.7175,cat3
435,26.4209,5.9696,15.0903,cat5
436,53.6938,33.8347,27.9586,cat5
437,71.8989,16.2541,18.6997,cat3
438,52.7256,48.8595,24.8720,cat1
439,52.9912,34.3748,6.2617,cat1
440,19.3376,15.4686,24.0088,cat2
441,80.7933,48.1834,15.0228,cat8
442,12.1181,19.3020,16.2685,cat9
443,88.5364,30.4790,24.7565,cat5
444,18.3026,39.8934,19.7516,cat4
445,35.9887,42.1532,27.1007,cat5
446,73.4638,13.5266,9.7598,cat8
447,10.4580,21.7632,20.3589,cat7
448,16.1454,8.3355,13.2944,cat1
449,22.4572,37.1068,26.0211,cat5
450,23.7944,9.7439,10.0559,cat6
451,39.6997,27.7882,7.7265,cat6
452,28.1795,3.8643,5.1115,cat1
453,43.3918,35.0621,12.7252,cat4
454,34.7679,36.5013,1.4588,cat1
455,58.2603,6.1014,22.0058,cat9
456,64.8837,38.8585,8.6820,cat8
457,23.4390,10.4015,10.3778,cat3
458,83.3544,31.2406,13.8299,cat0
459,54.4612,40.2175,7.7777,cat2
460,23.8521,30.0478,20.7238,cat3
461,99.4198,17.3171,20.4151,cat3
462,45.1889,18.7843,29.8689,cat4
463,95.8049,3.9470,17.3066,cat9
464,17.8773,32.1130,22.8903,cat5
465,75.8602,5.7371,14.0608,cat0
466,48.0138,15.7418,29.4559,cat9
467,16.0892,12.4975,12.5802,cat0
468,25.1220,37.1218,23.2894,cat8
469,9.8233,26.5269,19.0840,cat7
470,51.1770,43.3696,18.6461,cat7
471,31.0097,35.7285,2.0487,cat2
472,35.2859,17.7421,12.0464,cat9
473,40.3012,28.1363,9.8602,cat2
474,17.0147,47.1770,26.3268,cat9
475,85.2911,25.3512,29.7726,cat3
476,54.4335,25.5565,12.5182,cat8
477,86.9376,19.6505,26.4613,cat7
478,82.0548,7.9226,7.1475,cat0
479,69.8002,20.7460,6.0322,cat2
480,93.3403,47.9088,17.6182,cat8
481,92.3530,7.4937,25.9984,cat6
482,83.1039,7.8207,27.0496,cat1
483,15.4910,25.6257,12.5612,cat6
484,51.1046,6.9663,14.8688,cat1
485,96.6164,48.1926,16.9364,cat1
486,87.7344,30.1202,28.1570,cat4
487,22.3878,6.1776,19.5840,cat0
488,39.2596,30.5251,11.5791,cat0
489,6.7582,39.2573,14.3342,cat4
490,30.4381,37.9584,18.9654,cat9
491,13.0171,12.7198,5.1252,cat7
492,69.4702,14.0040,6.1552,cat0
493,81.5831,25.9617,29.9042,cat2
494,65.9166,11.8193,6.0388,cat5
495,88.7738,21.8781,4.7906,cat4
496,53.0250,33.0497,11.2729,cat4
497,77.1612,41.5494,22.2748,cat9
498,42.4395,13.1804,4.8803,cat0
499,14.5739,13.7308,23.0484,cat1
500,83.5960,31.3285,10.3815,cat2
501,95.9981,48.8178,24.2446,cat0
502,64.9629,19.1990,8.7097,cat4
503,49.3359,42.3735,3.8444,cat1
504,65.5194,43.3684,8.0609,cat4
505,46.4852,19.4185,12.4398,cat3
506,11.1128,47.8549,4.8612,cat7
507,44.3227,16.4549,20.9559,cat0
508,26.0528,14.6890,27.9792,cat9
509,66.2760,23.6124,19.4788,cat3
510,89.0497,23.0561,7.5820,cat0
511,74.0059,26.4020,5.3549,cat9
512,4.7642,22.7204,2.3871,cat0
513,8.0544,36.0998,3.0904,cat1
514,39.3719,2.7430,15.7488,cat3
515,77.6907,15.5302,11.1414,cat9
516,41.8010,39.4083,11.2904,cat0
517,27.2396,33.3548,23.1668,cat4
518,89.9912,5.0483,15.9251,cat2
519,38.8120,38.6919,19.1152,cat6
520,26.8106,1.5110,8.4070,cat7
521,5.1532,32.5513,16.3788,cat8
522,47.9593,16.7886,4.6318,cat9
523,75.0592,30.4922,17.8903,cat5
524,5.3298,31.2085,5.5425,cat3
525,37.8445,46.4761,7.5139,cat3
526,17.2047,27.9545,12.2709,cat9
527,20.5496,12.7939,4.5235,cat4
528,67.4740,1.6230,29.7800,cat8
529,91.9737,43.2071,25.5489,cat5
530,97.8613,32.1675,7.4108,cat8
531,65.9600,36.6960,23.5170,cat0
532,27.6638,16.6829,22.8424,cat9
533,14.0411,3.1155,5.7796,cat6
534,49.3510,5.5017,28.9888,cat5
535,54.6815,42.1944,22.2512,cat7
536,11.4871,37.4278,18.7463,cat5
537,63.9928,34.7554,26.3264,cat8
538,56.2462,22.2562,5.6646,cat0
539,99.1892,13.0873,22.0674,cat2
540,66.0985,10.5037,26.5147,cat2
541,61.9826,28.1992,22.2591,cat6
542,54.3309,34.7063,11.8825,cat5
543,4.4958,1.2563,23.0687,cat8
544,76.1090,1.5405,22.7368,cat3
545,31.2548,17.0196,5.3178,cat4
546,39.1522,25.6005,4.6167,cat4
547,59.7114,36.3815,26.6997,cat1
548,18.6589,33.4891,1.0545,cat0
549,79.6255,31.3599,11.3093,cat3
550,51.5009,20.7140,26.3536,cat6
551,56.5870,4.1778,17.8195,cat7
552,60.3375,3.5874,15.1113,cat8
553,50.3273,14.2212,24.9264,cat6
554,74.8466,8.3010,21.1671,cat7
555,52.2096,35.6764,23.8698,cat5
556,73.8151,19.2997,4.5489,cat4
557,60.2243,5.3414,7.3977,cat8
558,30.6449,38.5628,22.2749,cat6
559,78.7795,21.6412,19.4491,cat1
560,74.9747,34.6097,29.7427,cat3
561,19.2631,29.0217,18.0453,cat5
562,70.3249,49.0027,5.7935,cat0
563,52.2898,41.7532,8.9191,cat9
564,85.4201,39.3465,2.6279,cat4
565,19.4240,43.7638,25.4161,cat4
566,70.8959,22.3238,28.1832,cat1
567,50.1497,4.9495,22.1102,cat9
568,6.6707,39.2304,1.2038,cat1
569,75.3861,30.9010,4.9253,cat9
570,28.9918,24.1310,1.3887,cat0
571,25.4509,14.8272,8.5895,cat2
572,37.7495,39.5692,29.2702,cat7
573,7.4712,23.0373,23.5246,cat1
574,62.3502,42.8014,2.3485,cat9
575,41.6985,7.8230,16.4402,cat7
576,73.5124,5.2348,7.8667,cat6
577,93.7454,48.2063,17.2449,cat3
578,62.8181,41.5656,23.8437,cat7
579,65.7633,49.0836,8.4394,cat7
580,31.5612,10.3683,10.8096,cat9
581,12.2955,30.8178,11.1357,cat0
582,9.7952,36.2804,13.1217,cat8
583,12.3621,28.4999,16.1783,cat2
584,79.3783,20.7949,16.7338,cat7
585,46.3718,27.6334,3.3700,cat8
586,66.7546,22.0029,5.0878,cat8
587,41.7648,33.7821,14.4066,cat4
588,78.9100,37.7149,9.4270,cat5
589,6.1437,40.5138,14.3180,cat7
590,87.3414,25.3655,10.8535,cat1
591,52.4192,17.1805,22.9458,cat0
592,17.0004,7.1864,20.1293,cat8
593,98.5140,12.7010,14.0859,cat7
594,10.3210,28.3411,17.0229,cat4
595,50.2834,45.5518,16.6224,cat7
596,40.3408,19.2247,14.0992,cat3
597,21.1729,39.0050,28.9698,cat1
598,75.9907,5.6078,11.3435,cat5
599,40.2011,32.0945,24.1395,cat1
600,45.3127,44.9509,16.0855,cat6
601,85.8607,39.8698,10.1861,cat3
602,51.1981,44.9621,5.8968,cat1
603,89.5050,10.8988,6.3425,cat7
604,80.0607,41.1985,10.0817,cat6
605,80.5567,5.0897,26.5901,cat7
606,49.0505,16.6637,29.6641,cat9
607,17.4295,33.7281,19.4055,cat9
608,13.8528,49.0093,20.0279,cat0
609,72.2160,28.4280,16.2946,cat8
610,97.3723,11.2779,11.9918,cat1
611,54.5386,43.0507,24.7528,cat1
612,90.2283,38.2195,29.6539,cat8
613,49.9270,23.5040,11.3761,cat8
614,25.1897,44.1113,16.2376,cat7
615,24.7475,41.4729,3.9185,cat4
616,19.9348,45.3626,22.4505,cat7
617,35.8851,32.9062,19.0069,cat7
618,26.1435,40.5036,25.4684,cat6
619,33.1853,7.1870,20.6091,cat3
620,17.5461,1.1870,20.7684,cat8
621,28.6483,12.1318,25.2742,cat0
622,22.3375,17.6786,26.1252,cat3
623,31.0907,11.4196,1.9625,cat4
624,24.0436,38.2032,27.2046,cat7
625,26.7684,39.6339,20.2846,cat6
626,17.7390,43.8371,1.0055,cat1
627,86.5918,22.9057,14.3504,cat3
628,80.4331,7.3136,12.9701,cat1
629,74.2505,21.7049,2.2187,cat0
630,71.0611,48.3459,4.6962,cat2
631,80.6858,45.6277,22.8649,cat8
632,56.3593,49.1081,19.0190,cat3
633,87.4026,41.6403,9.1641,cat4
634,7.7658,11.7037,4.4872,cat0
635,47.4080,12.8528,1.3597,cat2
636,23.4088,41.4022,3.1530,cat2
637,90.3866,37.4165,2.3961,cat8
638,34.7002,43.9858,10.5818,cat8
639,24.7115,10.0812,3.2901,cat8
640,27.5099,14.9792,13.4463,cat9
641,7.3004,42.9291,16.1219,cat2
642,74.0190,11.7910,15.1629,cat0
643,83.0994,45.5717,20.4068,cat0
644,69.7506,47.8354,1.7291,cat4
645,77.6141,16.5304,13.6033,cat1
646,17.8876,17.7000,5.7799,cat6
647,70.5607,31.9341,18.1592,cat6
648,24.1843,34.1449,4.8191,cat3
649,95.1026,24.8957,19.9145,cat2
650,27.6269,24.1720,29.5314,cat6
651,36.8235,4.4757,8.3774,cat0
652,24.6468,30.5995,27.3140,cat2
653,48.7221,48.6051,10.6091,cat6
654,47.9546,24.0174,13.9766,cat2
655,1.7587,26.3121,1.1597,cat0
656,29.2059,41.8325,25.4738,cat3
657,51.7541,40.3267,17.5894,cat3
658,81.8515,3.1750,9.0568,cat0
659,35.1771,31.2363,4.3013,cat8
660,67.8666,29.1642,1.8604,cat7
661,28.1984,49.6480,4.8132,cat1
662,88.3436,20.1037,22.1659,cat9
663,31.6279,35.9876,18.6293,cat2
664,72.4180,36.2030,28.6670,cat0
