id,valor,peso,volumen,categoria
70,57.6570,17.2068,17.0302,cat19
71,39.1247,42.7975,9.5390,cat3
72,37.8960,14.1553,15.0731,cat11
73,57.4361,46.8716,21.1849,cat1
74,36.5060,11.2370,20.4632,cat2
75,74.3361,26.3982,26.4438,cat16
76,55.7292,7.6944,21.5584,cat5
77,86.8402,40.6587,24.4933,cat12
78,63.1615,4.9981,1.1504,cat15
79,79.7835,32.8482,21.3570,cat1
80,58.3076,44.4442,1.8009,cat1
81,47.0942,29.3357,2.0423,cat3
82,86.1801,49.1102,25.3291,cat0
83,36.6589,2.8301,24.8554,cat10
84,27.8827,17.0059,25.0082,cat4
85,6.1165,31.5216,3.4751,cat3
86,14.6970,21.1563,21.2859,cat14
87,32.9727,48.8168,15.9727,cat0
88,74.6602,20.5422,13.5721,cat1
89,83.7620,2.2422,28.9168,cat8
90,91.6062,34.7365,2.6876,cat3
91,71.7450,13.2619,16.9276,cat3
92,52.1529,46.7961,19.5098,cat14
93,42.5404,28.1633,18.7399,cat0
94,12.8963,28.7358,5.6007,cat0
95,5.0322,6.6876,2.3341,cat6
96,2.6989,48.9960,6.0846,cat1
97,18.1470,25.0892,14.7307,cat9
98,94.9654,32.8389,2.3937,cat12
99,62.9601,3.2199,11.8638,cat18
100,68.7124,25.5510,16.6419,cat3
101,3.6246,4.4579,19.6302,cat17
102,68.0397,32.1838,24.2275,cat7
103,55.0161,32.5211,14.2893,cat16
104,65.4970,31.6710,24.7924,cat18
105,10.9770,10.5938,3.0115,cat7
106,34.3189,2.9092,18.9294,cat1
107,3.3039,16.6298,25.5014,cat6
108,69.5961,13.7740,15.3851,cat13
109,73.7720,31.8182,26.4467,cat8
110,42.9236,48.4114,16.8912,cat15
111,41.8492,40.5349,29.7246,cat2
112,86.8445,13.2508,17.8358,cat18
113,75.3362,43.0622,13.4408,cat14
114,53.8984,12.6736,11.9541,cat10
115,89.6568,41.4964,10.2814,cat1
116,84.8672,3.6208,28.7977,cat1
117,95.1101,16.6464,28.5518,cat9
118,10.0787,25.1583,3.4152,cat5
119,75.4851,17.1046,20.5030,cat18
120,93.1620,39.2835,4.2905,cat9
121,44.7115,3.8204,16.9363,cat14
122,96.8965,27.7499,21.4691,cat2
123,11.0111,38.3140,18.9283,cat16
124,40.2685,21.8785,7.4547,cat16
125,9.3989,35.6059,3.3591,cat4
126,88.1556,29.4840,26.0310,cat16
127,75.5844,47.4152,29.5940,cat7
128,38.4208,35.7009,14.9683,cat11
129,12.0086,21.7869,27.2843,cat8
130,57.5758,13.4304,12.7509,cat1
131,65.2718,6.8221,4.4083,cat14
132,40.6221,34.3709,7.8877,cat7
133,23.1360,14.9999,26.1894,cat8
134,56.0445,40.3034,29.3591,cat0
135,99.3035,44.6660,16.3033,cat18
136,8.4680,13.3965,21.1669,cat10
137,45.9996,31.8405,21.1767,cat19
138,73.9730,35.1493,12.1419,cat0
139,89.1361,14.7672,28.5619,cat7
140,17.7983,6.2310,10.7341,cat3
141,58.7820,23.7212,11.2472,cat5
142,45.8708,18.6569,8.5385,cat13
143,81.5657,27.2687,9.9763,cat12
144,8.5438,14.2769,4.8624,cat16
145,61.7281,47.5402,22.0459,cat18
146,55.6072,5.0547,26.4232,cat0
147,81.2448,2.2920,11.9174,cat9
148,75.2083,49.2790,11.9254,cat7
149,83.9945,48.5258,25.4214,cat1
150,2.3535,2.8043,4.8817,cat1
151,99.9720,43.3714,24.5741,cat14
152,72.8860,45.7451,17.9693,cat18
153,45.6039,42.6327,8.1731,cat4
154,21.5155,13.3207,8.9672,cat4
155,36.4581,33.9133,18.9257,cat5
156,48.1449,2.0871,15.4468,cat15
157,55.6388,26.4880,25.7133,cat19
158,59.4056,5.3320,23.9627,cat2
159,62.4106,2.4104,22.8990,cat12
160,62.1091,40.4472,27.1914,cat0
161,39.8322,18.1788,18.1076,cat11
162,55.1972,5.4591,22.0655,cat10
163,62.5866,39.3990,12.4997,cat10
164,46.4753,35.1845,24.0977,cat18
165,46.4544,25.1137,8.4891,cat0
166,21.7039,31.4195,11.0750,cat12
167,13.7591,12.7671,3.2000,cat9
168,70.0691,29.6535,12.6087,cat12
169,89.7821,9.9121,11.0244,cat17
170,60.5916,26.2466,29.2202,cat3
171,28.5804,3.0026,5.8991,cat6
172,53.9079,2.5584,16.9127,cat9
173,50.8383,11.1104,11.5638,cat6
174,48.6334,16.7576,3.6764,cat12
175,92.1664,5.0062,26.3338,cat7
176,9.3672,1.1272,26.1807,cat14
177,37.6767,10.0415,7.0711,cat18
178,53.5953,12.5697,23.0387,cat9
179,25.9913,37.6261,2.0638,cat2
180,75.2120,34.6711,25.4888,cat10
181,53.7291,6.2514,13.9750,cat7
182,19.0461,6.1386,22.3848,cat0
183,33.4222,16.7819,7.1320,cat10
184,47.9230,12.4276,10.9449,cat13
185,9.6051,39.6694,15.4548,cat11
186,59.0670,37.1043,17.1745,cat8
187,36.9451,7.2514,9.2295,cat17
188,50.3265,30.7702,8.0862,cat19
189,11.0765,30.6830,7.8796,cat4
190,85.2309,18.9025,15.1465,cat3
191,89.7798,14.9697,6.0278,cat16
192,69.9992,3.5301,1.5290,cat19
193,96.9776,6.4899,12.5378,cat18
194,49.5841,1.2597,29.2769,cat3
195,56.1195,33.7635,27.9519,cat10
196,21.3027,24.3544,25.3189,cat3
197,51.2534,16.8603,13.3377,cat14
198,77.0102,26.9622,21.5097,cat5
199,48.6329,29.4807,5.4765,cat6
200,45.9725,30.1003,11.7077,cat2
201,32.9130,4.1054,29.7088,cat13
202,1.2684,5.3055,5.0259,cat15
203,41.7723,30.1863,14.6757,cat15
204,74.8515,6.2283,25.6711,cat19
205,93.8957,7.0906,22.1952,cat4
206,72.4381,19.5822,27.8670,cat11
207,79.7315,42.2496,5.0534,cat15
208,19.4541,40.1773,24.9288,cat16
209,36.5242,33.5947,16.1689,cat6
210,45.7429,29.8270,20.8065,cat8
211,30.8364,19.4703,14.4177,cat10
212,36.1809,22.4985,17.7471,cat17
213,90.7407,19.8107,16.7630,cat4
214,33.9488,27.5996,13.5143,cat12
215,79.6085,17.4104,5.0389,cat17
216,57.7419,25.2758,22.5024,cat15
217,25.6004,8.4321,10.0399,cat15
218,71.6923,8.0133,6.9318,cat15
219,82.3045,43.9615,10.9204,cat10
220,60.7918,19.5623,14.2530,cat7
221,23.6959,40.0675,5.3476,cat8
222,60.2458,38.8222,1.3539,cat13
223,35.2239,27.5935,8.3022,cat16
224,23.5077,47.9947,10.9332,cat8
225,16.1818,23.6383,28.4712,cat18
226,26.3455,7.8167,3.9230,cat0
227,56.9482,43.7341,28.0314,cat18
228,65.4854,39.7141,1.6677,cat3
229,42.9889,29.2381,18.5947,cat1
230,91.1579,6.1081,25.3727,cat9
231,84.0509,6.5487,29.5604,cat3
232,31.8330,42.0370,10.6322,cat10
233,6.4214,29.9725,12.5711,cat14
234,60.7684,11.0734,23.8459,cat6
235,92.0657,20.5103,16.5845,cat18
236,91.9270,23.8193,14.9443,cat9
237,14.9448,12.0056,14.1207,cat4
238,4.3540,29.3040,5.7999,cat18
239,63.5942,18.7573,17.8371,cat4
240,97.5786,11.4214,15.9400,cat19
241,9.4496,8.2845,13.0241,cat10
242,31.6838,10.0387,9.6883,cat1
243,89.9074,37.7481,7.0873,cat6
244,38.3949,23.9434,19.1243,cat9
245,77.7772,28.6772,2.9056,cat14
246,48.6277,26.8547,16.4992,cat8
247,19.0109,28.4224,5.5020,cat6
248,27.9579,4.6997,22.8441,cat5
249,3.5132,32.5560,12.8533,cat19
250,41.3905,42.1497,26.1428,cat0
251,67.5174,11.8766,7.7012,cat10
252,57.3749,30.1574,10.8389,cat3
253,10.8447,32.9846,7.9073,cat16
254,80.8782,49.4477,18.4927,cat16
255,21.2934,20.4620,20.3745,cat8
256,63.6908,16.8755,3.5208,cat1
257,18.9621,11.1864,1.7694,cat17
258,91.1518,32.5034,21.4144,cat16
259,38.5895,17.7491,8.5233,cat7
260,35.1740,2.6772,25.0890,cat8
261,30.1521,28.0503,13.6477,cat4
262,12.3096,48.7528,23.6130,cat17
263,80.1857,24.8841,26.9420,cat3
264,74.4270,24.7541,15.8613,cat10
265,14.7963,32.0404,8.4787,cat12
266,90.1567,21.6635,4.8360,cat3
267,91.5156,14.3431,1.5333,cat10
268,7.6504,40.9377,15.4446,cat11
269,21.4357,32.9196,25.0625,cat2
270,27.3833,7.8609,8.6468,cat17
271,66.8386,30.2732,18.4150,cat9
272,41.0338,29.0914,25.3051,cat7
273,17.4621,26.4270,2.3620,cat19
274,77.3276,10.0342,3.6198,cat4
275,36.2116,20.0755,9.3721,cat18
276,94.9814,36.3551,18.7017,cat9
277,73.5246,33.5199,28.1681,cat9
278,17.0394,14.2257,16.6554,cat11
279,60.0874,3.5199,15.3946,cat3
280,35.0940,31.5433,14.7529,cat1
281,69.1518,36.6812,15.3692,cat11
282,8.6988,23.5244,3.2021,cat15
283,59.4328,35.0401,8.8922,cat2
284,96.2478,16.4152,24.4155,cat2
285,19.3282,47.5616,13.9342,cat1
286,64.2560,47.9504,22.9934,cat16
287,85.0704,33.2804,21.0760,cat19
288,69.6243,45.2648,19.7533,cat19
289,70.8519,47.2589,2.1434,cat11
290,47.8478,49.9683,17.1184,cat18
291,30.4376,2.6634,21.2252,cat3
292,79.7388,6.6488,13.2311,cat9
293,32.5909,43.2401,25.4919,cat10
294,37.1050,32.5828,19.8549,cat4
295,69.9326,6.9078,3.2316,cat10
296,57.6703,22.6106,12.7301,cat6
297,32.5565,27.4351,23.9310,cat14
298,87.7899,26.4882,13.3777,cat4
299,3.1057,2.1956,26.2329,cat0
300,93.3264,10.0882,12.1350,cat15
301,76.9516,49.8988,11.1706,cat1
302,58.4950,2.8422,14.9137,cat17
303,42.3589,49.2201,23.2799,cat6
304,1.3313,26.6034,22.2359,cat2
305,30.3345,18.3765,9.3299,cat14
306,91.1236,29.8663,9.0407,cat19
307,68.2851,21.9609,12.1455,cat2
308,26.6393,47.8644,24.1417,cat1
309,94.5285,21.4615,26.4944,cat12
310,74.5919,45.2825,29.6864,cat19
311,65.3150,12.3519,28.3392,cat4
312,5.6476,41.7015,4.4898,cat3
313,78.1789,11.8038,6.4067,cat16
314,22.4161,40.2377,19.2636,cat17
315,18.2156,46.4599,29.8523,cat5
316,99.6372,26.2471,15.2444,cat3
317,23.1579,40.9758,7.5088,cat14
318,86.1526,2.7084,26.9527,cat1
319,13.8220,43.9956,8.7024,cat9
320,4.5068,3.1745,25.7136,cat16
321,9.6117,33.1069,16.9749,cat5
322,69.8757,13.3798,1.1474,cat14
323,22.7981,25.2979,3.3503,cat2
324,7.0902,44.8295,29.7528,cat9
325,82.6434,24.5487,18.1798,cat11
326,86.5848,33.4435,16.7696,cat5
327,66.1867,44.0529,24.1254,cat4
328,34.0669,8.7097,5.6516,cat16
329,62.2425,35.1761,20.7241,cat13
330,96.1702,10.2719,26.5675,cat17
331,13.7581,2.4331,24.9487,cat16
332,1.1109,12.2026,27.3523,cat16
333,1.6322,41.7746,15.7166,cat3
334,56.4246,5.1208,10.4666,cat12
335,54.4586,13.7304,19.3862,cat16
336,2.8243,7.2940,9.2169,cat10
337,63.6296,48.1866,10.9143,cat3
338,18.2016,37.9312,23.8754,cat13
339,71.1090,4.3240,9.7279,cat15
340,6.7341,35.7200,14.7336,cat12
341,97.3754,3.2414,26.2746,cat13
342,59.8452,22.8520,19.7796,cat15
343,33.0374,2.2048,1.6416,cat7
344,1.1019,41.1205,8.3228,cat8
345,43.1919,14.4077,29.9166,cat2
346,82.7662,42.8563,16.2837,cat13
347,68.3694,11.8177,3.3891,cat4
348,96.3604,7.4354,26.1736,cat3
349,42.5530,22.1844,28.3649,cat17
350,44.7876,48.2615,23.0427,cat19
351,23.7655,21.0574,26.9289,cat14
352,71.7775,10.8176,26.1756,cat7
353,96.8511,43.3536,14.7231,cat3
354,16.2121,10.9814,3.6438,cat15
355,62.9958,42.3944,23.0697,cat15
356,96.7836,15.4142,27.4432,cat12
357,12.6135,40.0303,14.9641,cat11
358,56.2829,30.7580,8.1787,cat4
359,58.6152,25.0881,2.8621,cat6
360,98.4508,29.9229,13.5642,cat9
361,39.8569,1.5694,3.1010,cat7
362,66.0414,48.7603,21.9347,cat13
363,4.9223,43.1460,23.6157,cat14
364,11.1764,37.7089,5.2317,cat19
365,62.1974,7.9823,15.4678,cat4
366,94.1825,17.9548,23.4983,cat6
367,35.7121,26.3679,3.5481,cat1
368,32.8874,41.4012,11.3762,cat2
369,80.2581,28.8095,20.9945,cat16
370,95.2034,3.0180,20.4412,cat12
371,93.6850,35.6173,1.9160,cat12
372,93.5850,31.0343,9.6662,cat17
373,34.6056,35.9903,24.2501,cat12
374,55.7471,24.7355,20.1638,cat10
375,64.7142,41.0476,14.1172,cat0
376,72.7578,9.0360,13.7196,cat1
377,87.3066,13.1081,5.6268,cat12
378,74.6836,17.1219,14.6353,cat3
379,50.3214,39.6952,20.1025,cat3
380,33.8991,2.0222,19.9446,cat19
381,20.7547,48.7649,19.8594,cat8
382,21.1542,11.8075,13.1336,cat5
383,72.9897,23.6685,26.1799,cat8
384,73.7997,42.4660,19.2342,cat7
385,86.8361,49.3948,2.1632,cat10
386,40.1560,29.8149,1.8524,cat9
387,42.7504,43.7977,27.1204,cat13
388,36.5560,49.6145,9.2318,cat4
389,73.5782,31.5254,19.3152,cat4
390,60.5837,39.0240,12.7540,cat3
391,18.9167,12.6396,29.1705,cat8
392,10.6419,4.3875,13.6778,cat17
393,36.5641,22.8200,15.9297,cat13
394,31.9027,5.6678,19.9116,cat19
395,33.1938,13.6485,20.0454,cat11
396,24.4658,30.3370,12.5031,cat9
397,17.8060,12.5665,3.1314,cat6
398,15.4299,22.9901,20.4123,cat8
399,70.9709,13.1870,18.8972,cat5
400,60.9483,18.6033,12.0014,cat14
401,84.5729,33.5264,14.7643,cat14
402,56.2559,22.8721,26.0623,cat4
403,6.6516,6.4841,8.8227,cat2
404,64.3603,12.3254,2.4992,cat2
405,32.2995,23.1578,28.0824,cat2
406,40.3405,29.6489,20.9580,cat19
407,95.2294,48.2908,1.1433,cat6
408,26.1682,48.6818,17.8233,cat10
409,14.8255,24.9535,20.3391,cat2
410,94.0422,7.5030,5.1627,cat4
411,10.2962,33.9982,29.1274,cat14
412,96.3713,8.6520,7.8023,cat3
413,94.5168,34.9387,25.3053,cat7
414,83.2568,1.8583,8.0803,cat17
415,93.1639,28.9599,1.8812,cat15
416,94.1467,46.0152,18.4177,cat13
417,11.5527,20.2994,19.8858,cat6
418,32.4930,8.8051,18.5437,cat19
419,78.4562,20.9385,26.2519,cat1
420,65.4007,15.1456,4.1642,cat8
421,80.9767,17.0246,20.3602,cat18
422,87.0212,44.0167,10.1987,cat16
423,1.5701,6.8902,16.7902,cat6
424,56.7805,31.8802,18.6851,cat13
425,24.5169,20.0393,14.0121,cat10
426,59.1191,22.7766,1.4253,cat12
427,46.8859,33.7424,18.9652,cat10
428,84.8696,27.5758,28.5929,cat9
429,38.6394,2.2565,10.8962,cat2
430,48.1929,26.8046,8.1360,cat12
431,72.0942,38.4793,24.5766,cat14
432,43.6553,26.5405,24.8494,cat0
433,25.1047,32.7263,27.0429,cat13
434,48.4391,19.6237,6.7175,cat7
435,26.4209,5.9696,15.0903,cat10
436,53.6938,33.8347,27.9586,cat10
437,71.8989,16.2541,18.6997,cat7
438,52.7256,48.8595,24.8720,cat3
439,52.9912,34.3748,6.2617,cat3
440,19.3376,15.4686,24.0088,cat5
441,80.7933,48.1834,15.0228,cat16
442,12.1181,19.3020,16.2685,cat19
443,88.5364,30.4790,24.7565,cat11
444,18.3026,39.8934,19.7516,cat8
445,35.9887,42.1532,27.1007,cat11
446,73.4638,13.5266,9.7598,cat16
447,10.4580,21.7632,20.3589,cat15
448,16.1454,8.3355,13.2944,cat3
449,22.4572,37.1068,26.0211,cat10
450,23.7944,9.7439,10.0559,cat12
451,39.6997,27.7882,7.7265,cat12
452,28.1795,3.8643,5.1115,cat2
453,43.3918,35.0621,12.7252,cat8
454,34.7679,36.5013,1.4588,cat2
455,58.2603,6.1014,22.0058,cat18
456,64.8837,38.8585,8.6820,cat17
457,23.4390,10.4015,10.3778,cat6
458,83.3544,31.2406,13.8299,cat1
459,54.4612,40.2175,7.7777,cat5
460,23.8521,30.0478,20.7238,cat6
461,99.4198,17.3171,20.4151,cat7
462,45.1889,18.7843,29.8689,cat9
463,95.8049,3.9470,17.3066,cat19
464,17.8773,32.1130,22.8903,cat10
465,75.8602,5.7371,14.0608,cat0
466,48.0138,15.7418,29.4559,cat18
467,16.0892,12.4975,12.5802,cat0
468,25.1220,37.1218,23.2894,cat16
469,9.8233,26.5269,19.0840,cat15
470,51.1770,43.3696,18.6461,cat15
471,31.0097,35.7285,2.0487,cat4
472,35.2859,17.7421,12.0464,cat18
473,40.3012,28.1363,9.8602,cat5
474,17.0147,47.1770,26.3268,cat18
475,85.2911,25.3512,29.7726,cat7
476,54.4335,25.5565,12.5182,cat16
477,86.9376,19.6505,26.4613,cat14
478,82.0548,7.9226,7.1475,cat1
479,69.8002,20.7460,6.0322,cat4
480,93.3403,47.9088,17.6182,cat16
481,92.3530,7.4937,25.9984,cat12
482,83.1039,7.8207,27.0496,cat3
483,15.4910,25.6257,12.5612,cat13
484,51.1046,6.9663,14.8688,cat2
485,96.6164,48.1926,16.9364,cat2
486,87.7344,30.1202,28.1570,cat8
487,22.3878,6.1776,19.5840,cat0
488,39.2596,30.5251,11.5791,cat1
489,6.7582,39.2573,14.3342,cat9
490,30.4381,37.9584,18.9654,cat19
491,13.0171,12.7198,5.1252,cat15
492,69.4702,14.0040,6.1552,cat1
493,81.5831,25.9617,29.9042,cat4
494,65.9166,11.8193,6.0388,cat10
495,88.7738,21.8781,4.7906,cat8
496,53.0250,33.0497,11.2729,cat8
497,77.1612,41.5494,22.2748,cat19
498,42.4395,13.1804,4.8803,cat0
499,14.5739,13.7308,23.0484,cat3
500,83.5960,31.3285,10.3815,cat4
501,95.9981,48.8178,24.2446,cat0
502,64.9629,19.1990,8.7097,cat9
503,49.3359,42.3735,3.8444,cat2
504,65.5194,43.3684,8.0609,cat9
505,46.4852,19.4185,12.4398,cat7
506,11.1128,47.8549,4.8612,cat15
507,44.3227,16.4549,20.9559,cat1
508,26.0528,14.6890,27.9792,cat18
509,66.2760,23.6124,19.4788,cat7
510,89.0497,23.0561,7.5820,cat1
511,74.0059,26.4020,5.3549,cat19
512,4.7642,22.7204,2.3871,cat1
513,8.0544,36.0998,3.0904,cat2
514,39.3719,2.7430,15.7488,cat7
515,77.6907,15.5302,11.1414,cat18
516,41.8010,39.4083,11.2904,cat1
517,27.2396,33.3548,23.1668,cat8
518,89.9912,5.0483,15.9251,cat5
519,38.8120,38.6919,19.1152,cat13
520,26.8106,1.5110,8.4070,cat15
521,5.1532,32.5513,16.3788,cat17
522,47.9593,16.7886,4.6318,cat19
523,75.0592,30.4922,17.8903,cat10
524,5.3298,31.2085,5.5425,cat6
525,37.8445,46.4761,7.5139,cat7
526,17.2047,27.9545,12.2709,cat18
527,20.5496,12.7939,4.5235,cat9
528,67.4740,1.6230,29.7800,cat16
529,91.9737,43.2071,25.5489,cat10
530,97.8613,32.1675,7.4108,cat16
531,65.9600,36.6960,23.5170,cat1
532,27.6638,16.6829,22.8424,cat18
533,14.0411,3.1155,5.7796,cat13
534,49.3510,5.5017,28.9888,cat10
535,54.6815,42.1944,22.2512,cat15
536,11.4871,37.4278,18.7463,cat11
537,63.9928,34.7554,26.3264,cat17
538,56.2462,22.2562,5.6646,cat0
539,99.1892,13.0873,22.0674,cat5
540,66.0985,10.5037,26.5147,cat4
541,61.9826,28.1992,22.2591,cat12
542,54.3309,34.7063,11.8825,cat11
543,4.4958,1.2563,23.0687,cat16
544,76.1090,1.5405,22.7368,cat7
545,31.2548,17.0196,5.3178,cat9
546,39.1522,25.6005,4.6167,cat8
547,59.7114,36.3815,26.6997,cat2
548,18.6589,33.4891,1.0545,cat0
549,79.6255,31.3599,11.3093,cat7
550,51.5009,20.7140,26.3536,cat12
551,56.5870,4.1778,17.8195,cat14
552,60.3375,3.5874,15.1113,cat16
553,50.3273,14.2212,24.9264,cat12
554,74.8466,8.3010,21.1671,cat15
555,52.2096,35.6764,23.8698,cat10
556,73.8151,19.2997,4.5489,cat8
557,60.2243,5.3414,7.3977,cat16
558,30.6449,38.5628,22.2749,cat12
559,78.7795,21.6412,19.4491,cat3
560,74.9747,34.6097,29.7427,cat7
561,19.2631,29.0217,18.0453,cat11
562,70.3249,49.0027,5.7935,cat0
563,52.2898,41.7532,8.9191,cat18
564,85.4201,39.3465,2.6279,cat8
565,19.4240,43.7638,25.4161,cat9
566,70.8959,22.3238,28.1832,cat2
567,50.1497,4.9495,22.1102,cat18
568,6.6707,39.2304,1.2038,cat3
569,75.3861,30.9010,4.9253,cat18
570,28.9918,24.1310,1.3887,cat1
571,25.4509,14.8272,8.5895,cat5
572,37.7495,39.5692,29.2702,cat15
573,7.4712,23.0373,23.5246,cat3
574,62.3502,42.8014,2.3485,cat18
575,41.6985,7.8230,16.4402,cat15
576,73.5124,5.2348,7.8667,cat13
577,93.7454,48.2063,17.2449,cat7
578,62.8181,41.5656,23.8437,cat14
579,65.7633,49.0836,8.4394,cat14
580,31.5612,10.3683,10.8096,cat19
581,12.2955,30.8178,11.1357,cat0
582,9.7952,36.2804,13.1217,cat17
583,12.3621,28.4999,16.1783,cat4
584,79.3783,20.7949,16.7338,cat14
585,46.3718,27.6334,3.3700,cat16
586,66.7546,22.0029,5.0878,cat16
587,41.7648,33.7821,14.4066,cat9
588,78.9100,37.7149,9.4270,cat10
589,6.1437,40.5138,14.3180,cat15
590,87.3414,25.3655,10.8535,cat3
591,52.4192,17.1805,22.9458,cat0
592,17.0004,7.1864,20.1293,cat17
593,98.5140,12.7010,14.0859,cat15
594,10.3210,28.3411,17.0229,cat9
595,50.2834,45.5518,16.6224,cat15
596,40.3408,19.2247,14.0992,cat7
597,21.1729,39.0050,28.9698,cat3
598,75.9907,5.6078,11.3435,cat11
599,40.2011,32.0945,24.1395,cat3
600,45.3127,44.9509,16.0855,cat13
601,85.8607,39.8698,10.1861,cat7
602,51.1981,44.9621,5.8968,cat2
603,89.5050,10.8988,6.3425,cat14
604,80.0607,41.1985,10.0817,cat12
605,80.5567,5.0897,26.5901,cat14
606,49.0505,16.6637,29.6641,cat19
607,17.4295,33.7281,19.4055,cat19
608,13.8528,49.0093,20.0279,cat0
609,72.2160,28.4280,16.2946,cat16
610,97.3723,11.2779,11.9918,cat3
611,54.5386,43.0507,24.7528,cat2
612,90.2283,38.2195,29.6539,cat16
613,49.9270,23.5040,11.3761,cat16
614,25.1897,44.1113,16.2376,cat14
615,24.7475,41.4729,3.9185,cat8
616,19.9348,45.3626,22.4505,cat14
617,35.8851,32.9062,19.0069,cat14
618,26.1435,40.5036,25.4684,cat12
619,33.1853,7.1870,20.6091,cat6
620,17.5461,1.1870,20.7684,cat17
621,28.6483,12.1318,25.2742,cat1
622,22.3375,17.6786,26.1252,cat6
623,31.0907,11.4196,1.9625,cat8
624,24.0436,38.2032,27.2046,cat15
625,26.7684,39.6339,20.2846,cat13
626,17.7390,43.8371,1.0055,cat2
627,86.5918,22.9057,14.3504,cat7
628,80.4331,7.3136,12.9701,cat2
629,74.2505,21.7049,2.2187,cat0
630,71.0611,48.3459,4.6962,cat5
631,80.6858,45.6277,22.8649,cat16
632,56.3593,49.1081,19.0190,cat6
633,87.4026,41.6403,9.1641,cat8
634,7.7658,11.7037,4.4872,cat1
635,47.4080,12.8528,1.3597,cat5
636,23.4088,41.4022,3.1530,cat5
637,90.3866,37.4165,2.3961,cat17
638,34.7002,43.9858,10.5818,cat17
639,24.7115,10.0812,3.2901,cat16
640,27.5099,14.9792,13.4463,cat19
641,7.3004,42.9291,16.1219,cat5
642,74.0190,11.7910,15.1629,cat1
643,83.0994,45.5717,20.4068,cat1
644,69.7506,47.8354,1.7291,cat8
645,77.6141,16.5304,13.6033,cat2
646,17.8876,17.7000,5.7799,cat12
647,70.5607,31.9341,18.1592,cat12
648,24.1843,34.1449,4.8191,cat7
649,95.1026,24.8957,19.9145,cat5
650,27.6269,24.1720,29.5314,cat12
651,36.8235,4.4757,8.3774,cat0
652,24.6468,30.5995,27.3140,cat5
653,48.7221,48.6051,10.6091,cat12
654,47.9546,24.0174,13.9766,cat4
655,1.7587,26.3121,1.1597,cat0
656,29.2059,41.8325,25.4738,cat6
657,51.7541,40.3267,17.5894,cat7
658,81.8515,3.1750,9.0568,cat1
659,35.1771,31.2363,4.3013,cat17
660,67.8666,29.1642,1.8604,cat14
661,28.1984,49.6480,4.8132,cat3
662,88.3436,20.1037,22.1659,cat18
663,31.6279,35.9876,18.6293,cat5
664,72.4180,36.2030,28.6670,cat0
